state,date,value
NSW,2019/01/01,76466
NSW,2019/01/02,74878
NSW,2019/01/03,2630
NSW,2019/01/04,90073
NSW,2019/01/05,47006
NSW,2019/01/06,73700
NSW,2019/01/07,10009
NSW,2019/01/08,49443
NSW,2019/01/09,15421
NSW,2019/01/10,27289
NSW,2019/01/11,66417
NSW,2019/01/12,74822
NSW,2019/01/13,26719
NSW,2019/01/14,72021
NSW,2019/01/15,66509
NSW,2019/01/16,18441
NSW,2019/01/17,79238
NSW,2019/01/18,21139
NSW,2019/01/19,47806
NSW,2019/01/20,19353
NSW,2019/01/21,37187
NSW,2019/01/22,81968
NSW,2019/01/23,31239
NSW,2019/01/24,47662
NSW,2019/01/25,30973
NSW,2019/01/26,18523
NSW,2019/01/27,70269
NSW,2019/01/28,90732
NSW,2019/01/29,87411
NSW,2019/01/30,19219
NSW,2019/01/31,93338
