state,date,value
NT,2019/06/01,1805
NT,2019/06/02,65396
NT,2019/06/03,41139
NT,2019/06/04,83224
NT,2019/06/05,18042
NT,2019/06/06,56492
NT,2019/06/07,19117
NT,2019/06/08,93845
NT,2019/06/09,10031
NT,2019/06/10,45152
NT,2019/06/11,80408
NT,2019/06/12,48336
NT,2019/06/13,37430
NT,2019/06/14,27261
NT,2019/06/15,84321
NT,2019/06/16,57769
NT,2019/06/17,80362
NT,2019/06/18,99470
NT,2019/06/19,8980
NT,2019/06/20,32932
NT,2019/06/21,52920
NT,2019/06/22,7792
NT,2019/06/23,15484
NT,2019/06/24,12556
NT,2019/06/25,86381
NT,2019/06/26,80723
NT,2019/06/27,32520
NT,2019/06/28,93991
NT,2019/06/29,70819
NT,2019/06/30,7266
