state,date,value
SA,2019/04/01,39199
SA,2019/04/02,25095
SA,2019/04/03,94093
SA,2019/04/04,98110
SA,2019/04/05,48033
SA,2019/04/06,88050
SA,2019/04/07,64151
SA,2019/04/08,6648
SA,2019/04/09,59223
SA,2019/04/10,54312
SA,2019/04/11,49385
SA,2019/04/12,5181
SA,2019/04/13,51703
SA,2019/04/14,5035
SA,2019/04/15,10541
SA,2019/04/16,63654
SA,2019/04/17,96280
SA,2019/04/18,81309
SA,2019/04/19,21853
SA,2019/04/20,50453
SA,2019/04/21,54377
SA,2019/04/22,96525
SA,2019/04/23,47132
SA,2019/04/24,94084
SA,2019/04/25,67734
SA,2019/04/26,34089
SA,2019/04/27,34993
SA,2019/04/28,52962
SA,2019/04/29,45222
SA,2019/04/30,25595
