state,date,value
TAS,2019/04/01,76055
TAS,2019/04/02,87140
TAS,2019/04/03,99782
TAS,2019/04/04,97331
TAS,2019/04/05,67439
TAS,2019/04/06,5254
TAS,2019/04/07,51095
TAS,2019/04/08,21781
TAS,2019/04/09,18283
TAS,2019/04/10,29087
TAS,2019/04/11,23026
TAS,2019/04/12,91152
TAS,2019/04/13,14334
TAS,2019/04/14,66339
TAS,2019/04/15,49452
TAS,2019/04/16,31763
TAS,2019/04/17,53203
TAS,2019/04/18,88130
TAS,2019/04/19,40952
TAS,2019/04/20,96987
TAS,2019/04/21,21262
TAS,2019/04/22,35980
TAS,2019/04/23,60411
TAS,2019/04/24,2039
TAS,2019/04/25,32788
TAS,2019/04/26,83610
TAS,2019/04/27,51670
TAS,2019/04/28,6379
TAS,2019/04/29,26887
TAS,2019/04/30,53046
