state,date,value
VIC,2019/09/01,9396
VIC,2019/09/02,66449
VIC,2019/09/03,89839
VIC,2019/09/04,56424
VIC,2019/09/05,32940
VIC,2019/09/06,39601
VIC,2019/09/07,76847
VIC,2019/09/08,24146
VIC,2019/09/09,16773
VIC,2019/09/10,35395
VIC,2019/09/11,18705
VIC,2019/09/12,30640
VIC,2019/09/13,85482
VIC,2019/09/14,98640
VIC,2019/09/15,91971
VIC,2019/09/16,54893
VIC,2019/09/17,56337
VIC,2019/09/18,95877
VIC,2019/09/19,18546
VIC,2019/09/20,41327
VIC,2019/09/21,8707
VIC,2019/09/22,27510
VIC,2019/09/23,86471
VIC,2019/09/24,48830
VIC,2019/09/25,71438
VIC,2019/09/26,8799
VIC,2019/09/27,34614
VIC,2019/09/28,60446
VIC,2019/09/29,81781
VIC,2019/09/30,60702
