state,date,value
TAS,2019/11/01,21913
TAS,2019/11/02,67641
TAS,2019/11/03,25647
TAS,2019/11/04,95417
TAS,2019/11/05,43067
TAS,2019/11/06,14578
TAS,2019/11/07,93580
TAS,2019/11/08,85218
TAS,2019/11/09,66142
TAS,2019/11/10,98044
TAS,2019/11/11,27129
TAS,2019/11/12,3483
TAS,2019/11/13,84787
TAS,2019/11/14,56155
TAS,2019/11/15,45533
TAS,2019/11/16,59572
TAS,2019/11/17,40703
TAS,2019/11/18,79260
TAS,2019/11/19,43564
TAS,2019/11/20,72018
TAS,2019/11/21,5173
TAS,2019/11/22,58383
TAS,2019/11/23,96594
TAS,2019/11/24,77609
TAS,2019/11/25,65629
TAS,2019/11/26,95421
TAS,2019/11/27,84938
TAS,2019/11/28,73961
TAS,2019/11/29,12787
TAS,2019/11/30,36958
