state,date,value
ACT,2019/09/01,84859
ACT,2019/09/02,77589
ACT,2019/09/03,94718
ACT,2019/09/04,98797
ACT,2019/09/05,49117
ACT,2019/09/06,73452
ACT,2019/09/07,69518
ACT,2019/09/08,38808
ACT,2019/09/09,89624
ACT,2019/09/10,16700
ACT,2019/09/11,61507
ACT,2019/09/12,70081
ACT,2019/09/13,82403
ACT,2019/09/14,46960
ACT,2019/09/15,88092
ACT,2019/09/16,24556
ACT,2019/09/17,11451
ACT,2019/09/18,96402
ACT,2019/09/19,76991
ACT,2019/09/20,47728
ACT,2019/09/21,7142
ACT,2019/09/22,11376
ACT,2019/09/23,98362
ACT,2019/09/24,57655
ACT,2019/09/25,81897
ACT,2019/09/26,58996
ACT,2019/09/27,50332
ACT,2019/09/28,1404
ACT,2019/09/29,44818
ACT,2019/09/30,21754
