state,date,value
QLD,2019/07/01,23249
QLD,2019/07/02,68160
QLD,2019/07/03,85956
QLD,2019/07/04,38490
QLD,2019/07/05,18549
QLD,2019/07/06,76417
QLD,2019/07/07,86963
QLD,2019/07/08,15055
QLD,2019/07/09,75955
QLD,2019/07/10,75031
QLD,2019/07/11,65018
QLD,2019/07/12,47606
QLD,2019/07/13,14222
QLD,2019/07/14,35149
QLD,2019/07/15,44283
QLD,2019/07/16,46297
QLD,2019/07/17,86504
QLD,2019/07/18,61533
QLD,2019/07/19,17792
QLD,2019/07/20,5873
QLD,2019/07/21,37986
QLD,2019/07/22,87068
QLD,2019/07/23,27105
QLD,2019/07/24,83144
QLD,2019/07/25,44578
QLD,2019/07/26,63602
QLD,2019/07/27,96801
QLD,2019/07/28,45534
QLD,2019/07/29,79084
QLD,2019/07/30,96759
QLD,2019/07/31,93412
