state,date,value
NT,2019/03/01,37440
NT,2019/03/02,56303
NT,2019/03/03,48145
NT,2019/03/04,72565
NT,2019/03/05,47078
NT,2019/03/06,7361
NT,2019/03/07,49165
NT,2019/03/08,97173
NT,2019/03/09,66032
NT,2019/03/10,33885
NT,2019/03/11,66757
NT,2019/03/12,31156
NT,2019/03/13,82496
NT,2019/03/14,81587
NT,2019/03/15,74627
NT,2019/03/16,95620
NT,2019/03/17,38241
NT,2019/03/18,48688
NT,2019/03/19,72687
NT,2019/03/20,48970
NT,2019/03/21,89694
NT,2019/03/22,4768
NT,2019/03/23,31135
NT,2019/03/24,48854
NT,2019/03/25,13781
NT,2019/03/26,40445
NT,2019/03/27,58156
NT,2019/03/28,94757
NT,2019/03/29,31114
NT,2019/03/30,1142
NT,2019/03/31,6356
