state,date,value
QLD,2019/05/01,15551
QLD,2019/05/02,78712
QLD,2019/05/03,69043
QLD,2019/05/04,78846
QLD,2019/05/05,75538
QLD,2019/05/06,86560
QLD,2019/05/07,46604
QLD,2019/05/08,69582
QLD,2019/05/09,92016
QLD,2019/05/10,53836
QLD,2019/05/11,58210
QLD,2019/05/12,79882
QLD,2019/05/13,37687
QLD,2019/05/14,38424
QLD,2019/05/15,11092
QLD,2019/05/16,36650
QLD,2019/05/17,79852
QLD,2019/05/18,87907
QLD,2019/05/19,99255
QLD,2019/05/20,84436
QLD,2019/05/21,88035
QLD,2019/05/22,43408
QLD,2019/05/23,71095
QLD,2019/05/24,18619
QLD,2019/05/25,77467
QLD,2019/05/26,36091
QLD,2019/05/27,50474
QLD,2019/05/28,41380
QLD,2019/05/29,47032
QLD,2019/05/30,57560
QLD,2019/05/31,51350
