state,date,value
ACT,2019/11/01,13328
ACT,2019/11/02,33202
ACT,2019/11/03,87234
ACT,2019/11/04,25652
ACT,2019/11/05,66706
ACT,2019/11/06,12926
ACT,2019/11/07,8309
ACT,2019/11/08,21721
ACT,2019/11/09,24133
ACT,2019/11/10,35648
ACT,2019/11/11,82401
ACT,2019/11/12,82539
ACT,2019/11/13,20295
ACT,2019/11/14,97890
ACT,2019/11/15,52295
ACT,2019/11/16,65015
ACT,2019/11/17,70662
ACT,2019/11/18,51844
ACT,2019/11/19,92202
ACT,2019/11/20,39541
ACT,2019/11/21,60279
ACT,2019/11/22,60413
ACT,2019/11/23,25836
ACT,2019/11/24,58357
ACT,2019/11/25,97714
ACT,2019/11/26,52232
ACT,2019/11/27,15547
ACT,2019/11/28,63011
ACT,2019/11/29,48332
ACT,2019/11/30,84478
