state,date,value
ACT,2019/01/01,48740
ACT,2019/01/02,17448
ACT,2019/01/03,44705
ACT,2019/01/04,60487
ACT,2019/01/05,74778
ACT,2019/01/06,16640
ACT,2019/01/07,5506
ACT,2019/01/08,45140
ACT,2019/01/09,84415
ACT,2019/01/10,9537
ACT,2019/01/11,43385
ACT,2019/01/12,21987
ACT,2019/01/13,73758
ACT,2019/01/14,52598
ACT,2019/01/15,86851
ACT,2019/01/16,88651
ACT,2019/01/17,91932
ACT,2019/01/18,26420
ACT,2019/01/19,96153
ACT,2019/01/20,58240
ACT,2019/01/21,50802
ACT,2019/01/22,61943
ACT,2019/01/23,35556
ACT,2019/01/24,17120
ACT,2019/01/25,59304
ACT,2019/01/26,80100
ACT,2019/01/27,98232
ACT,2019/01/28,86007
ACT,2019/01/29,24660
ACT,2019/01/30,24706
ACT,2019/01/31,57059
