state,date,value
NT,2019/04/01,19689
NT,2019/04/02,53788
NT,2019/04/03,54672
NT,2019/04/04,71083
NT,2019/04/05,80093
NT,2019/04/06,47996
NT,2019/04/07,69758
NT,2019/04/08,76754
NT,2019/04/09,75131
NT,2019/04/10,56847
NT,2019/04/11,70514
NT,2019/04/12,49919
NT,2019/04/13,45682
NT,2019/04/14,86990
NT,2019/04/15,66245
NT,2019/04/16,75280
NT,2019/04/17,90287
NT,2019/04/18,38459
NT,2019/04/19,37581
NT,2019/04/20,99420
NT,2019/04/21,8870
NT,2019/04/22,63105
NT,2019/04/23,24863
NT,2019/04/24,56564
NT,2019/04/25,32743
NT,2019/04/26,31190
NT,2019/04/27,12343
NT,2019/04/28,68500
NT,2019/04/29,38233
NT,2019/04/30,23208
