state,date,value
QLD,2019/11/01,86644
QLD,2019/11/02,62938
QLD,2019/11/03,8672
QLD,2019/11/04,11936
QLD,2019/11/05,76450
QLD,2019/11/06,97321
QLD,2019/11/07,77316
QLD,2019/11/08,91938
QLD,2019/11/09,27357
QLD,2019/11/10,62257
QLD,2019/11/11,83753
QLD,2019/11/12,24553
QLD,2019/11/13,18758
QLD,2019/11/14,62271
QLD,2019/11/15,22197
QLD,2019/11/16,18005
QLD,2019/11/17,83227
QLD,2019/11/18,43947
QLD,2019/11/19,43043
QLD,2019/11/20,95071
QLD,2019/11/21,61675
QLD,2019/11/22,12614
QLD,2019/11/23,36530
QLD,2019/11/24,10111
QLD,2019/11/25,9690
QLD,2019/11/26,51086
QLD,2019/11/27,7548
QLD,2019/11/28,45823
QLD,2019/11/29,35883
QLD,2019/11/30,89742
