state,date,value
ACT,2019/05/01,6792
ACT,2019/05/02,80835
ACT,2019/05/03,90758
ACT,2019/05/04,80506
ACT,2019/05/05,48269
ACT,2019/05/06,7636
ACT,2019/05/07,42832
ACT,2019/05/08,94333
ACT,2019/05/09,51694
ACT,2019/05/10,41971
ACT,2019/05/11,32843
ACT,2019/05/12,48588
ACT,2019/05/13,23415
ACT,2019/05/14,33936
ACT,2019/05/15,78697
ACT,2019/05/16,73467
ACT,2019/05/17,38385
ACT,2019/05/18,39413
ACT,2019/05/19,33659
ACT,2019/05/20,99423
ACT,2019/05/21,9462
ACT,2019/05/22,5802
ACT,2019/05/23,19479
ACT,2019/05/24,85954
ACT,2019/05/25,66155
ACT,2019/05/26,46714
ACT,2019/05/27,37889
ACT,2019/05/28,77768
ACT,2019/05/29,41254
ACT,2019/05/30,15532
ACT,2019/05/31,33548
