state,date,value
QLD,2019/02/01,82391
QLD,2019/02/02,82023
QLD,2019/02/03,11494
QLD,2019/02/04,17818
QLD,2019/02/05,23943
QLD,2019/02/06,38765
QLD,2019/02/07,54938
QLD,2019/02/08,91689
QLD,2019/02/09,22571
QLD,2019/02/10,44584
QLD,2019/02/11,21434
QLD,2019/02/12,96709
QLD,2019/02/13,87998
QLD,2019/02/14,71171
QLD,2019/02/15,37852
QLD,2019/02/16,97343
QLD,2019/02/17,72595
QLD,2019/02/18,5148
QLD,2019/02/19,26516
QLD,2019/02/20,48225
QLD,2019/02/21,49752
QLD,2019/02/22,3347
QLD,2019/02/23,29880
QLD,2019/02/24,55218
QLD,2019/02/25,19894
QLD,2019/02/26,77919
QLD,2019/02/27,43773
QLD,2019/02/28,74152
