state,date,value
ACT,2019/08/01,50855
ACT,2019/08/02,86265
ACT,2019/08/03,68970
ACT,2019/08/04,15367
ACT,2019/08/05,61664
ACT,2019/08/06,86719
ACT,2019/08/07,10088
ACT,2019/08/08,19800
ACT,2019/08/09,80005
ACT,2019/08/10,76423
ACT,2019/08/11,30485
ACT,2019/08/12,71697
ACT,2019/08/13,71642
ACT,2019/08/14,32808
ACT,2019/08/15,83855
ACT,2019/08/16,62386
ACT,2019/08/17,6682
ACT,2019/08/18,21777
ACT,2019/08/19,3423
ACT,2019/08/20,81335
ACT,2019/08/21,4481
ACT,2019/08/22,36389
ACT,2019/08/23,78621
ACT,2019/08/24,10737
ACT,2019/08/25,58194
ACT,2019/08/26,30814
ACT,2019/08/27,82110
ACT,2019/08/28,35010
ACT,2019/08/29,60377
ACT,2019/08/30,61765
ACT,2019/08/31,26363
