state,date,value
NSW,2019/08/01,31426
NSW,2019/08/02,98657
NSW,2019/08/03,12183
NSW,2019/08/04,99142
NSW,2019/08/05,52674
NSW,2019/08/06,81297
NSW,2019/08/07,33722
NSW,2019/08/08,88953
NSW,2019/08/09,88500
NSW,2019/08/10,41722
NSW,2019/08/11,74467
NSW,2019/08/12,94331
NSW,2019/08/13,50169
NSW,2019/08/14,40848
NSW,2019/08/15,62718
NSW,2019/08/16,94514
NSW,2019/08/17,49066
NSW,2019/08/18,66196
NSW,2019/08/19,61337
NSW,2019/08/20,70163
NSW,2019/08/21,99669
NSW,2019/08/22,63891
NSW,2019/08/23,63747
NSW,2019/08/24,73713
NSW,2019/08/25,73047
NSW,2019/08/26,1049
NSW,2019/08/27,97926
NSW,2019/08/28,68596
NSW,2019/08/29,34067
NSW,2019/08/30,51510
NSW,2019/08/31,38421
