state,date,value
ACT,2019/03/01,77975
ACT,2019/03/02,57558
ACT,2019/03/03,1956
ACT,2019/03/04,28555
ACT,2019/03/05,76337
ACT,2019/03/06,25547
ACT,2019/03/07,61137
ACT,2019/03/08,37583
ACT,2019/03/09,98761
ACT,2019/03/10,80141
ACT,2019/03/11,20646
ACT,2019/03/12,53219
ACT,2019/03/13,70429
ACT,2019/03/14,38198
ACT,2019/03/15,20705
ACT,2019/03/16,73750
ACT,2019/03/17,83121
ACT,2019/03/18,95970
ACT,2019/03/19,5942
ACT,2019/03/20,12582
ACT,2019/03/21,89114
ACT,2019/03/22,58193
ACT,2019/03/23,60730
ACT,2019/03/24,74414
ACT,2019/03/25,31570
ACT,2019/03/26,12344
ACT,2019/03/27,75502
ACT,2019/03/28,21308
ACT,2019/03/29,15814
ACT,2019/03/30,22921
ACT,2019/03/31,71656
