state,date,value
SA,2019/10/01,83225
SA,2019/10/02,85624
SA,2019/10/03,88831
SA,2019/10/04,32503
SA,2019/10/05,50363
SA,2019/10/06,92611
SA,2019/10/07,62575
SA,2019/10/08,64955
SA,2019/10/09,32064
SA,2019/10/10,42493
SA,2019/10/11,59671
SA,2019/10/12,26824
SA,2019/10/13,13662
SA,2019/10/14,40397
SA,2019/10/15,97041
SA,2019/10/16,35499
SA,2019/10/17,14669
SA,2019/10/18,1494
SA,2019/10/19,91937
SA,2019/10/20,88941
SA,2019/10/21,51520
SA,2019/10/22,86277
SA,2019/10/23,30998
SA,2019/10/24,3895
SA,2019/10/25,12301
SA,2019/10/26,52156
SA,2019/10/27,53419
SA,2019/10/28,73932
SA,2019/10/29,25041
SA,2019/10/30,10475
SA,2019/10/31,19324
