state,date,value
VIC,2019/02/01,12436
VIC,2019/02/02,64960
VIC,2019/02/03,36434
VIC,2019/02/04,34066
VIC,2019/02/05,79130
VIC,2019/02/06,45436
VIC,2019/02/07,98330
VIC,2019/02/08,91265
VIC,2019/02/09,47503
VIC,2019/02/10,49223
VIC,2019/02/11,13474
VIC,2019/02/12,70869
VIC,2019/02/13,33637
VIC,2019/02/14,23831
VIC,2019/02/15,37710
VIC,2019/02/16,5208
VIC,2019/02/17,51008
VIC,2019/02/18,6265
VIC,2019/02/19,47581
VIC,2019/02/20,32833
VIC,2019/02/21,4282
VIC,2019/02/22,80507
VIC,2019/02/23,41858
VIC,2019/02/24,43221
VIC,2019/02/25,4271
VIC,2019/02/26,38959
VIC,2019/02/27,88646
VIC,2019/02/28,23033
