state,date,value
SA,2019/07/01,19625
SA,2019/07/02,33661
SA,2019/07/03,47654
SA,2019/07/04,12280
SA,2019/07/05,62777
SA,2019/07/06,49303
SA,2019/07/07,2014
SA,2019/07/08,89006
SA,2019/07/09,89201
SA,2019/07/10,6994
SA,2019/07/11,81180
SA,2019/07/12,68713
SA,2019/07/13,88122
SA,2019/07/14,74342
SA,2019/07/15,95265
SA,2019/07/16,15245
SA,2019/07/17,34010
SA,2019/07/18,16928
SA,2019/07/19,25249
SA,2019/07/20,94482
SA,2019/07/21,46339
SA,2019/07/22,99958
SA,2019/07/23,96183
SA,2019/07/24,50285
SA,2019/07/25,4420
SA,2019/07/26,54116
SA,2019/07/27,61561
SA,2019/07/28,2415
SA,2019/07/29,64918
SA,2019/07/30,97263
SA,2019/07/31,64954
