state,date,value
NT,2019/02/01,67526
NT,2019/02/02,62470
NT,2019/02/03,83598
NT,2019/02/04,46144
NT,2019/02/05,97407
NT,2019/02/06,89730
NT,2019/02/07,41283
NT,2019/02/08,22031
NT,2019/02/09,81701
NT,2019/02/10,36611
NT,2019/02/11,73154
NT,2019/02/12,7786
NT,2019/02/13,26498
NT,2019/02/14,98522
NT,2019/02/15,16693
NT,2019/02/16,73747
NT,2019/02/17,79324
NT,2019/02/18,51118
NT,2019/02/19,50880
NT,2019/02/20,67436
NT,2019/02/21,48925
NT,2019/02/22,87642
NT,2019/02/23,12538
NT,2019/02/24,44562
NT,2019/02/25,44736
NT,2019/02/26,45186
NT,2019/02/27,57880
NT,2019/02/28,38365
