state,date,value
VIC,2019/08/01,95212
VIC,2019/08/02,36869
VIC,2019/08/03,73809
VIC,2019/08/04,72466
VIC,2019/08/05,6660
VIC,2019/08/06,57681
VIC,2019/08/07,12403
VIC,2019/08/08,74090
VIC,2019/08/09,21202
VIC,2019/08/10,1496
VIC,2019/08/11,75104
VIC,2019/08/12,74257
VIC,2019/08/13,10029
VIC,2019/08/14,13040
VIC,2019/08/15,74089
VIC,2019/08/16,2178
VIC,2019/08/17,39669
VIC,2019/08/18,36063
VIC,2019/08/19,54897
VIC,2019/08/20,38666
VIC,2019/08/21,93384
VIC,2019/08/22,63650
VIC,2019/08/23,57529
VIC,2019/08/24,20333
VIC,2019/08/25,65395
VIC,2019/08/26,91607
VIC,2019/08/27,95981
VIC,2019/08/28,78882
VIC,2019/08/29,43525
VIC,2019/08/30,91909
VIC,2019/08/31,73356
