state,date,value
ACT,2019/10/01,64466
ACT,2019/10/02,14503
ACT,2019/10/03,16889
ACT,2019/10/04,78301
ACT,2019/10/05,84480
ACT,2019/10/06,4240
ACT,2019/10/07,11194
ACT,2019/10/08,1776
ACT,2019/10/09,47994
ACT,2019/10/10,63052
ACT,2019/10/11,75901
ACT,2019/10/12,63366
ACT,2019/10/13,94983
ACT,2019/10/14,42664
ACT,2019/10/15,89703
ACT,2019/10/16,20698
ACT,2019/10/17,96999
ACT,2019/10/18,71626
ACT,2019/10/19,76214
ACT,2019/10/20,57995
ACT,2019/10/21,8132
ACT,2019/10/22,1262
ACT,2019/10/23,84073
ACT,2019/10/24,62009
ACT,2019/10/25,90784
ACT,2019/10/26,12515
ACT,2019/10/27,61411
ACT,2019/10/28,85103
ACT,2019/10/29,14599
ACT,2019/10/30,15390
ACT,2019/10/31,94120
