state,date,value
SA,2019/01/01,23679
SA,2019/01/02,1665
SA,2019/01/03,59075
SA,2019/01/04,50115
SA,2019/01/05,93541
SA,2019/01/06,39775
SA,2019/01/07,64931
SA,2019/01/08,52435
SA,2019/01/09,15287
SA,2019/01/10,61298
SA,2019/01/11,80179
SA,2019/01/12,43730
SA,2019/01/13,82695
SA,2019/01/14,8501
SA,2019/01/15,8978
SA,2019/01/16,67993
SA,2019/01/17,45883
SA,2019/01/18,74674
SA,2019/01/19,59646
SA,2019/01/20,51422
SA,2019/01/21,13785
SA,2019/01/22,47108
SA,2019/01/23,29051
SA,2019/01/24,73556
SA,2019/01/25,4505
SA,2019/01/26,85959
SA,2019/01/27,32348
SA,2019/01/28,5307
SA,2019/01/29,66245
SA,2019/01/30,91241
SA,2019/01/31,69077
