state,date,value
QLD,2019/10/01,41344
QLD,2019/10/02,26240
QLD,2019/10/03,86711
QLD,2019/10/04,76780
QLD,2019/10/05,53849
QLD,2019/10/06,6266
QLD,2019/10/07,75953
QLD,2019/10/08,58807
QLD,2019/10/09,64267
QLD,2019/10/10,2293
QLD,2019/10/11,69419
QLD,2019/10/12,67031
QLD,2019/10/13,57960
QLD,2019/10/14,29105
QLD,2019/10/15,39410
QLD,2019/10/16,27944
QLD,2019/10/17,50095
QLD,2019/10/18,56760
QLD,2019/10/19,80887
QLD,2019/10/20,30972
QLD,2019/10/21,52902
QLD,2019/10/22,69199
QLD,2019/10/23,71007
QLD,2019/10/24,25572
QLD,2019/10/25,14114
QLD,2019/10/26,5588
QLD,2019/10/27,88279
QLD,2019/10/28,69763
QLD,2019/10/29,75320
QLD,2019/10/30,73791
QLD,2019/10/31,71118
