state,date,value
WA,2019/11/01,78401
WA,2019/11/02,92677
WA,2019/11/03,76971
WA,2019/11/04,75241
WA,2019/11/05,55790
WA,2019/11/06,87794
WA,2019/11/07,42458
WA,2019/11/08,74770
WA,2019/11/09,28779
WA,2019/11/10,61305
WA,2019/11/11,32708
WA,2019/11/12,54605
WA,2019/11/13,60983
WA,2019/11/14,53259
WA,2019/11/15,99515
WA,2019/11/16,83282
WA,2019/11/17,84317
WA,2019/11/18,82371
WA,2019/11/19,25457
WA,2019/11/20,17049
WA,2019/11/21,75870
WA,2019/11/22,48394
WA,2019/11/23,45473
WA,2019/11/24,54981
WA,2019/11/25,92930
WA,2019/11/26,30071
WA,2019/11/27,1501
WA,2019/11/28,43962
WA,2019/11/29,87022
WA,2019/11/30,61972
