state,date,value
QLD,2019/08/01,22906
QLD,2019/08/02,30178
QLD,2019/08/03,74179
QLD,2019/08/04,47436
QLD,2019/08/05,22308
QLD,2019/08/06,73385
QLD,2019/08/07,78847
QLD,2019/08/08,74375
QLD,2019/08/09,65851
QLD,2019/08/10,24057
QLD,2019/08/11,29151
QLD,2019/08/12,62696
QLD,2019/08/13,26277
QLD,2019/08/14,93365
QLD,2019/08/15,62718
QLD,2019/08/16,71901
QLD,2019/08/17,84028
QLD,2019/08/18,88745
QLD,2019/08/19,55884
QLD,2019/08/20,29877
QLD,2019/08/21,47935
QLD,2019/08/22,18136
QLD,2019/08/23,55280
QLD,2019/08/24,42460
QLD,2019/08/25,2541
QLD,2019/08/26,31150
QLD,2019/08/27,12088
QLD,2019/08/28,73181
QLD,2019/08/29,90972
QLD,2019/08/30,77948
QLD,2019/08/31,49415
