state,date,value
WA,2019/08/01,34231
WA,2019/08/02,85947
WA,2019/08/03,23078
WA,2019/08/04,37930
WA,2019/08/05,16921
WA,2019/08/06,94649
WA,2019/08/07,57019
WA,2019/08/08,49922
WA,2019/08/09,37921
WA,2019/08/10,64737
WA,2019/08/11,43248
WA,2019/08/12,40866
WA,2019/08/13,99209
WA,2019/08/14,61647
WA,2019/08/15,15729
WA,2019/08/16,36481
WA,2019/08/17,11446
WA,2019/08/18,46815
WA,2019/08/19,52841
WA,2019/08/20,79064
WA,2019/08/21,57440
WA,2019/08/22,48768
WA,2019/08/23,35029
WA,2019/08/24,10248
WA,2019/08/25,70710
WA,2019/08/26,81265
WA,2019/08/27,42290
WA,2019/08/28,14747
WA,2019/08/29,45986
WA,2019/08/30,59027
WA,2019/08/31,9936
