state,date,value
WA,2019/09/01,11635
WA,2019/09/02,16567
WA,2019/09/03,77405
WA,2019/09/04,99495
WA,2019/09/05,6918
WA,2019/09/06,17473
WA,2019/09/07,9508
WA,2019/09/08,27978
WA,2019/09/09,95767
WA,2019/09/10,87926
WA,2019/09/11,92521
WA,2019/09/12,97755
WA,2019/09/13,91793
WA,2019/09/14,27297
WA,2019/09/15,38232
WA,2019/09/16,56908
WA,2019/09/17,25306
WA,2019/09/18,12733
WA,2019/09/19,88074
WA,2019/09/20,27284
WA,2019/09/21,19763
WA,2019/09/22,18087
WA,2019/09/23,5066
WA,2019/09/24,55013
WA,2019/09/25,68654
WA,2019/09/26,53140
WA,2019/09/27,6801
WA,2019/09/28,18787
WA,2019/09/29,58374
WA,2019/09/30,65674
