state,date,value
TAS,2019/02/01,35760
TAS,2019/02/02,3557
TAS,2019/02/03,21681
TAS,2019/02/04,78561
TAS,2019/02/05,31625
TAS,2019/02/06,13015
TAS,2019/02/07,49702
TAS,2019/02/08,84744
TAS,2019/02/09,58632
TAS,2019/02/10,69325
TAS,2019/02/11,96152
TAS,2019/02/12,24458
TAS,2019/02/13,38738
TAS,2019/02/14,92873
TAS,2019/02/15,78887
TAS,2019/02/16,38139
TAS,2019/02/17,64372
TAS,2019/02/18,62952
TAS,2019/02/19,84920
TAS,2019/02/20,99694
TAS,2019/02/21,52671
TAS,2019/02/22,3146
TAS,2019/02/23,70496
TAS,2019/02/24,96002
TAS,2019/02/25,67855
TAS,2019/02/26,89497
TAS,2019/02/27,8387
TAS,2019/02/28,96911
