state,date,value
NT,2019/05/01,95608
NT,2019/05/02,69879
NT,2019/05/03,20318
NT,2019/05/04,90706
NT,2019/05/05,86377
NT,2019/05/06,68151
NT,2019/05/07,81032
NT,2019/05/08,14485
NT,2019/05/09,40667
NT,2019/05/10,52116
NT,2019/05/11,85032
NT,2019/05/12,46654
NT,2019/05/13,37818
NT,2019/05/14,47184
NT,2019/05/15,47346
NT,2019/05/16,45694
NT,2019/05/17,16975
NT,2019/05/18,59692
NT,2019/05/19,14816
NT,2019/05/20,52093
NT,2019/05/21,29948
NT,2019/05/22,58255
NT,2019/05/23,74777
NT,2019/05/24,61741
NT,2019/05/25,7497
NT,2019/05/26,39767
NT,2019/05/27,79327
NT,2019/05/28,31330
NT,2019/05/29,24266
NT,2019/05/30,52778
NT,2019/05/31,86033
