state,date,value
TAS,2019/01/01,12597
TAS,2019/01/02,74763
TAS,2019/01/03,32469
TAS,2019/01/04,5202
TAS,2019/01/05,23758
TAS,2019/01/06,27261
TAS,2019/01/07,83876
TAS,2019/01/08,67897
TAS,2019/01/09,92880
TAS,2019/01/10,19863
TAS,2019/01/11,92391
TAS,2019/01/12,81317
TAS,2019/01/13,5116
TAS,2019/01/14,70189
TAS,2019/01/15,43596
TAS,2019/01/16,58490
TAS,2019/01/17,37189
TAS,2019/01/18,70841
TAS,2019/01/19,11149
TAS,2019/01/20,60219
TAS,2019/01/21,94753
TAS,2019/01/22,80673
TAS,2019/01/23,38407
TAS,2019/01/24,71491
TAS,2019/01/25,9410
TAS,2019/01/26,86514
TAS,2019/01/27,18885
TAS,2019/01/28,67238
TAS,2019/01/29,81000
TAS,2019/01/30,16965
TAS,2019/01/31,7652
