state,date,value
SA,2019/11/01,27415
SA,2019/11/02,26250
SA,2019/11/03,1360
SA,2019/11/04,45951
SA,2019/11/05,93020
SA,2019/11/06,13570
SA,2019/11/07,23392
SA,2019/11/08,90958
SA,2019/11/09,3743
SA,2019/11/10,69737
SA,2019/11/11,82364
SA,2019/11/12,31123
SA,2019/11/13,89610
SA,2019/11/14,29787
SA,2019/11/15,22547
SA,2019/11/16,6712
SA,2019/11/17,91434
SA,2019/11/18,71744
SA,2019/11/19,84840
SA,2019/11/20,75064
SA,2019/11/21,69204
SA,2019/11/22,77443
SA,2019/11/23,31700
SA,2019/11/24,71007
SA,2019/11/25,84163
SA,2019/11/26,1392
SA,2019/11/27,11262
SA,2019/11/28,90571
SA,2019/11/29,42132
SA,2019/11/30,29212
