state,date,value
WA,2019/06/01,47276
WA,2019/06/02,27487
WA,2019/06/03,21034
WA,2019/06/04,52078
WA,2019/06/05,59967
WA,2019/06/06,12238
WA,2019/06/07,64525
WA,2019/06/08,76173
WA,2019/06/09,24310
WA,2019/06/10,23026
WA,2019/06/11,19319
WA,2019/06/12,31872
WA,2019/06/13,79381
WA,2019/06/14,60996
WA,2019/06/15,76812
WA,2019/06/16,51467
WA,2019/06/17,7657
WA,2019/06/18,4791
WA,2019/06/19,2520
WA,2019/06/20,59219
WA,2019/06/21,53809
WA,2019/06/22,53338
WA,2019/06/23,82403
WA,2019/06/24,57721
WA,2019/06/25,70711
WA,2019/06/26,77421
WA,2019/06/27,96808
WA,2019/06/28,92563
WA,2019/06/29,87397
WA,2019/06/30,77612
