state,date,value
SA,2019/05/01,89997
SA,2019/05/02,82552
SA,2019/05/03,13027
SA,2019/05/04,23537
SA,2019/05/05,17503
SA,2019/05/06,46681
SA,2019/05/07,9345
SA,2019/05/08,31243
SA,2019/05/09,20862
SA,2019/05/10,3150
SA,2019/05/11,25047
SA,2019/05/12,16620
SA,2019/05/13,12781
SA,2019/05/14,68620
SA,2019/05/15,29889
SA,2019/05/16,31397
SA,2019/05/17,38405
SA,2019/05/18,15282
SA,2019/05/19,78972
SA,2019/05/20,68020
SA,2019/05/21,54707
SA,2019/05/22,10632
SA,2019/05/23,67773
SA,2019/05/24,13325
SA,2019/05/25,11209
SA,2019/05/26,72761
SA,2019/05/27,59184
SA,2019/05/28,8341
SA,2019/05/29,81584
SA,2019/05/30,52503
SA,2019/05/31,3502
