state,date,value
NT,2019/10/01,38626
NT,2019/10/02,70295
NT,2019/10/03,39658
NT,2019/10/04,82535
NT,2019/10/05,99567
NT,2019/10/06,70541
NT,2019/10/07,33212
NT,2019/10/08,3469
NT,2019/10/09,29047
NT,2019/10/10,7636
NT,2019/10/11,53915
NT,2019/10/12,22943
NT,2019/10/13,31352
NT,2019/10/14,99849
NT,2019/10/15,82329
NT,2019/10/16,31479
NT,2019/10/17,74895
NT,2019/10/18,25456
NT,2019/10/19,65139
NT,2019/10/20,3651
NT,2019/10/21,58011
NT,2019/10/22,41328
NT,2019/10/23,47009
NT,2019/10/24,8526
NT,2019/10/25,47970
NT,2019/10/26,25651
NT,2019/10/27,29614
NT,2019/10/28,16887
NT,2019/10/29,61688
NT,2019/10/30,16937
NT,2019/10/31,44179
