state,date,value
VIC,2019/07/01,40947
VIC,2019/07/02,95085
VIC,2019/07/03,36147
VIC,2019/07/04,71487
VIC,2019/07/05,2014
VIC,2019/07/06,60212
VIC,2019/07/07,23732
VIC,2019/07/08,53540
VIC,2019/07/09,27472
VIC,2019/07/10,51097
VIC,2019/07/11,12723
VIC,2019/07/12,74086
VIC,2019/07/13,40237
VIC,2019/07/14,51059
VIC,2019/07/15,39167
VIC,2019/07/16,66719
VIC,2019/07/17,79889
VIC,2019/07/18,35914
VIC,2019/07/19,74028
VIC,2019/07/20,95446
VIC,2019/07/21,13095
VIC,2019/07/22,23912
VIC,2019/07/23,29628
VIC,2019/07/24,86112
VIC,2019/07/25,74590
VIC,2019/07/26,91173
VIC,2019/07/27,87984
VIC,2019/07/28,32969
VIC,2019/07/29,47471
VIC,2019/07/30,54068
VIC,2019/07/31,42566
