state,date,value
NSW,2019/09/01,25301
NSW,2019/09/02,4846
NSW,2019/09/03,89843
NSW,2019/09/04,91720
NSW,2019/09/05,5705
NSW,2019/09/06,46351
NSW,2019/09/07,59494
NSW,2019/09/08,43411
NSW,2019/09/09,91601
NSW,2019/09/10,44707
NSW,2019/09/11,62648
NSW,2019/09/12,55639
NSW,2019/09/13,77094
NSW,2019/09/14,47113
NSW,2019/09/15,60123
NSW,2019/09/16,22263
NSW,2019/09/17,31787
NSW,2019/09/18,87759
NSW,2019/09/19,58960
NSW,2019/09/20,80593
NSW,2019/09/21,92936
NSW,2019/09/22,54637
NSW,2019/09/23,5551
NSW,2019/09/24,17213
NSW,2019/09/25,68490
NSW,2019/09/26,10610
NSW,2019/09/27,62771
NSW,2019/09/28,94757
NSW,2019/09/29,42370
NSW,2019/09/30,12049
