state,date,value
SA,2019/08/01,94158
SA,2019/08/02,73622
SA,2019/08/03,78808
SA,2019/08/04,11732
SA,2019/08/05,80346
SA,2019/08/06,39787
SA,2019/08/07,89001
SA,2019/08/08,84405
SA,2019/08/09,66207
SA,2019/08/10,31207
SA,2019/08/11,22518
SA,2019/08/12,84038
SA,2019/08/13,40530
SA,2019/08/14,51997
SA,2019/08/15,16164
SA,2019/08/16,43223
SA,2019/08/17,75114
SA,2019/08/18,5141
SA,2019/08/19,72656
SA,2019/08/20,91332
SA,2019/08/21,87781
SA,2019/08/22,39695
SA,2019/08/23,50648
SA,2019/08/24,71562
SA,2019/08/25,39167
SA,2019/08/26,56532
SA,2019/08/27,34174
SA,2019/08/28,8373
SA,2019/08/29,27651
SA,2019/08/30,90053
SA,2019/08/31,33264
