state,date,value
NT,2019/08/01,46462
NT,2019/08/02,14506
NT,2019/08/03,23436
NT,2019/08/04,70949
NT,2019/08/05,73929
NT,2019/08/06,32345
NT,2019/08/07,42997
NT,2019/08/08,38775
NT,2019/08/09,75921
NT,2019/08/10,50644
NT,2019/08/11,79538
NT,2019/08/12,70251
NT,2019/08/13,29866
NT,2019/08/14,64795
NT,2019/08/15,50142
NT,2019/08/16,73870
NT,2019/08/17,74916
NT,2019/08/18,85037
NT,2019/08/19,35601
NT,2019/08/20,94816
NT,2019/08/21,29580
NT,2019/08/22,9420
NT,2019/08/23,31739
NT,2019/08/24,70237
NT,2019/08/25,14696
NT,2019/08/26,62864
NT,2019/08/27,26131
NT,2019/08/28,16605
NT,2019/08/29,46113
NT,2019/08/30,7504
NT,2019/08/31,12002
