state,date,value
ACT,2019/04/01,8420
ACT,2019/04/02,34707
ACT,2019/04/03,73090
ACT,2019/04/04,23965
ACT,2019/04/05,33050
ACT,2019/04/06,66398
ACT,2019/04/07,1847
ACT,2019/04/08,56045
ACT,2019/04/09,53361
ACT,2019/04/10,65320
ACT,2019/04/11,69749
ACT,2019/04/12,75216
ACT,2019/04/13,38715
ACT,2019/04/14,26448
ACT,2019/04/15,70025
ACT,2019/04/16,35390
ACT,2019/04/17,6784
ACT,2019/04/18,24040
ACT,2019/04/19,75769
ACT,2019/04/20,67014
ACT,2019/04/21,18480
ACT,2019/04/22,59323
ACT,2019/04/23,32296
ACT,2019/04/24,80391
ACT,2019/04/25,26498
ACT,2019/04/26,91194
ACT,2019/04/27,99293
ACT,2019/04/28,69743
ACT,2019/04/29,46216
ACT,2019/04/30,73103
