state,date,value
NSW,2019/07/01,32043
NSW,2019/07/02,81197
NSW,2019/07/03,55364
NSW,2019/07/04,68638
NSW,2019/07/05,33677
NSW,2019/07/06,77170
NSW,2019/07/07,65273
NSW,2019/07/08,61718
NSW,2019/07/09,97113
NSW,2019/07/10,85664
NSW,2019/07/11,77614
NSW,2019/07/12,12104
NSW,2019/07/13,73489
NSW,2019/07/14,35573
NSW,2019/07/15,58704
NSW,2019/07/16,30054
NSW,2019/07/17,24099
NSW,2019/07/18,89953
NSW,2019/07/19,90914
NSW,2019/07/20,15073
NSW,2019/07/21,46316
NSW,2019/07/22,49496
NSW,2019/07/23,21803
NSW,2019/07/24,63198
NSW,2019/07/25,8738
NSW,2019/07/26,56832
NSW,2019/07/27,13750
NSW,2019/07/28,71056
NSW,2019/07/29,73373
NSW,2019/07/30,28311
NSW,2019/07/31,34133
