state,date,value
WA,2019/01/01,89444
WA,2019/01/02,25975
WA,2019/01/03,4180
WA,2019/01/04,42662
WA,2019/01/05,82775
WA,2019/01/06,62469
WA,2019/01/07,46542
WA,2019/01/08,52343
WA,2019/01/09,16151
WA,2019/01/10,4830
WA,2019/01/11,32629
WA,2019/01/12,11683
WA,2019/01/13,92844
WA,2019/01/14,46969
WA,2019/01/15,70978
WA,2019/01/16,37576
WA,2019/01/17,33982
WA,2019/01/18,30348
WA,2019/01/19,85270
WA,2019/01/20,74485
WA,2019/01/21,2575
WA,2019/01/22,37026
WA,2019/01/23,66987
WA,2019/01/24,61869
WA,2019/01/25,77435
WA,2019/01/26,3357
WA,2019/01/27,57758
WA,2019/01/28,22149
WA,2019/01/29,82932
WA,2019/01/30,52861
WA,2019/01/31,49213
