state,date,value
SA,2019/09/01,30255
SA,2019/09/02,8143
SA,2019/09/03,35603
SA,2019/09/04,16853
SA,2019/09/05,57539
SA,2019/09/06,86479
SA,2019/09/07,94313
SA,2019/09/08,31044
SA,2019/09/09,30193
SA,2019/09/10,7806
SA,2019/09/11,2248
SA,2019/09/12,20386
SA,2019/09/13,84315
SA,2019/09/14,96420
SA,2019/09/15,92466
SA,2019/09/16,43224
SA,2019/09/17,78014
SA,2019/09/18,81414
SA,2019/09/19,96046
SA,2019/09/20,35544
SA,2019/09/21,19082
SA,2019/09/22,73570
SA,2019/09/23,46440
SA,2019/09/24,91411
SA,2019/09/25,45197
SA,2019/09/26,60940
SA,2019/09/27,7151
SA,2019/09/28,29221
SA,2019/09/29,73816
SA,2019/09/30,20871
