state,date,value
WA,2019/02/01,27840
WA,2019/02/02,1333
WA,2019/02/03,45231
WA,2019/02/04,28658
WA,2019/02/05,3268
WA,2019/02/06,29205
WA,2019/02/07,18957
WA,2019/02/08,75260
WA,2019/02/09,69844
WA,2019/02/10,69212
WA,2019/02/11,60060
WA,2019/02/12,10753
WA,2019/02/13,73458
WA,2019/02/14,25711
WA,2019/02/15,12478
WA,2019/02/16,31184
WA,2019/02/17,38201
WA,2019/02/18,38330
WA,2019/02/19,17933
WA,2019/02/20,25638
WA,2019/02/21,45067
WA,2019/02/22,33214
WA,2019/02/23,74161
WA,2019/02/24,6600
WA,2019/02/25,24104
WA,2019/02/26,51161
WA,2019/02/27,93004
WA,2019/02/28,62798
