state,date,value
NSW,2019/11/01,11016
NSW,2019/11/02,4217
NSW,2019/11/03,4821
NSW,2019/11/04,55798
NSW,2019/11/05,99586
NSW,2019/11/06,26190
NSW,2019/11/07,66708
NSW,2019/11/08,86566
NSW,2019/11/09,97895
NSW,2019/11/10,9198
NSW,2019/11/11,92285
NSW,2019/11/12,76370
NSW,2019/11/13,94790
NSW,2019/11/14,30915
NSW,2019/11/15,53402
NSW,2019/11/16,23623
NSW,2019/11/17,51795
NSW,2019/11/18,50166
NSW,2019/11/19,47750
NSW,2019/11/20,28945
NSW,2019/11/21,98320
NSW,2019/11/22,52265
NSW,2019/11/23,49891
NSW,2019/11/24,74074
NSW,2019/11/25,35017
NSW,2019/11/26,29649
NSW,2019/11/27,74737
NSW,2019/11/28,34077
NSW,2019/11/29,80499
NSW,2019/11/30,90018
