state,date,value
QLD,2019/09/01,41615
QLD,2019/09/02,50693
QLD,2019/09/03,15081
QLD,2019/09/04,45057
QLD,2019/09/05,52695
QLD,2019/09/06,64882
QLD,2019/09/07,75586
QLD,2019/09/08,50093
QLD,2019/09/09,52309
QLD,2019/09/10,25786
QLD,2019/09/11,1748
QLD,2019/09/12,15128
QLD,2019/09/13,29925
QLD,2019/09/14,92851
QLD,2019/09/15,8408
QLD,2019/09/16,30712
QLD,2019/09/17,95903
QLD,2019/09/18,97523
QLD,2019/09/19,59348
QLD,2019/09/20,71371
QLD,2019/09/21,57086
QLD,2019/09/22,56345
QLD,2019/09/23,96504
QLD,2019/09/24,95818
QLD,2019/09/25,25563
QLD,2019/09/26,97278
QLD,2019/09/27,68336
QLD,2019/09/28,9399
QLD,2019/09/29,29316
QLD,2019/09/30,42093
