state,date,value
TAS,2019/05/01,16947
TAS,2019/05/02,91696
TAS,2019/05/03,35815
TAS,2019/05/04,34367
TAS,2019/05/05,43106
TAS,2019/05/06,95747
TAS,2019/05/07,30994
TAS,2019/05/08,57209
TAS,2019/05/09,27488
TAS,2019/05/10,96356
TAS,2019/05/11,32841
TAS,2019/05/12,15202
TAS,2019/05/13,81579
TAS,2019/05/14,25816
TAS,2019/05/15,31014
TAS,2019/05/16,44869
TAS,2019/05/17,61145
TAS,2019/05/18,31396
TAS,2019/05/19,72211
TAS,2019/05/20,48227
TAS,2019/05/21,73720
TAS,2019/05/22,4207
TAS,2019/05/23,27301
TAS,2019/05/24,61411
TAS,2019/05/25,29247
TAS,2019/05/26,31456
TAS,2019/05/27,55905
TAS,2019/05/28,60659
TAS,2019/05/29,29360
TAS,2019/05/30,2571
TAS,2019/05/31,68536
