state,date,value
ACT,2019/12/01,1681
ACT,2019/12/02,8736
ACT,2019/12/03,32898
ACT,2019/12/04,11463
ACT,2019/12/05,65700
ACT,2019/12/06,43984
ACT,2019/12/07,69478
ACT,2019/12/08,71850
ACT,2019/12/09,2248
ACT,2019/12/10,38975
ACT,2019/12/11,42959
ACT,2019/12/12,65074
ACT,2019/12/13,75967
ACT,2019/12/14,43209
ACT,2019/12/15,43221
ACT,2019/12/16,43559
ACT,2019/12/17,63498
ACT,2019/12/18,26125
ACT,2019/12/19,23513
ACT,2019/12/20,91224
ACT,2019/12/21,5449
ACT,2019/12/22,58732
ACT,2019/12/23,42979
ACT,2019/12/24,13620
ACT,2019/12/25,20147
ACT,2019/12/26,18426
ACT,2019/12/27,47761
ACT,2019/12/28,8977
ACT,2019/12/29,94547
ACT,2019/12/30,81808
ACT,2019/12/31,44331
