state,date,value
SA,2019/03/01,3393
SA,2019/03/02,86271
SA,2019/03/03,74114
SA,2019/03/04,78224
SA,2019/03/05,84428
SA,2019/03/06,91782
SA,2019/03/07,53422
SA,2019/03/08,61404
SA,2019/03/09,76508
SA,2019/03/10,11820
SA,2019/03/11,73644
SA,2019/03/12,2729
SA,2019/03/13,63732
SA,2019/03/14,87739
SA,2019/03/15,83725
SA,2019/03/16,62683
SA,2019/03/17,76007
SA,2019/03/18,86161
SA,2019/03/19,21566
SA,2019/03/20,53294
SA,2019/03/21,4880
SA,2019/03/22,27484
SA,2019/03/23,14511
SA,2019/03/24,88726
SA,2019/03/25,1160
SA,2019/03/26,16242
SA,2019/03/27,68842
SA,2019/03/28,43475
SA,2019/03/29,41162
SA,2019/03/30,99589
SA,2019/03/31,35856
