state,date,value
VIC,2019/10/01,82467
VIC,2019/10/02,34170
VIC,2019/10/03,21659
VIC,2019/10/04,52065
VIC,2019/10/05,70004
VIC,2019/10/06,26884
VIC,2019/10/07,63573
VIC,2019/10/08,38103
VIC,2019/10/09,54306
VIC,2019/10/10,48340
VIC,2019/10/11,66326
VIC,2019/10/12,49392
VIC,2019/10/13,20757
VIC,2019/10/14,99424
VIC,2019/10/15,90615
VIC,2019/10/16,43298
VIC,2019/10/17,52604
VIC,2019/10/18,52064
VIC,2019/10/19,3380
VIC,2019/10/20,2470
VIC,2019/10/21,81533
VIC,2019/10/22,66690
VIC,2019/10/23,64855
VIC,2019/10/24,51045
VIC,2019/10/25,77822
VIC,2019/10/26,53520
VIC,2019/10/27,23053
VIC,2019/10/28,32052
VIC,2019/10/29,37474
VIC,2019/10/30,85792
VIC,2019/10/31,90111
