state,date,value
QLD,2019/04/01,48446
QLD,2019/04/02,71297
QLD,2019/04/03,47205
QLD,2019/04/04,74615
QLD,2019/04/05,35042
QLD,2019/04/06,21070
QLD,2019/04/07,70141
QLD,2019/04/08,41108
QLD,2019/04/09,16261
QLD,2019/04/10,29992
QLD,2019/04/11,77218
QLD,2019/04/12,27142
QLD,2019/04/13,83066
QLD,2019/04/14,21274
QLD,2019/04/15,32928
QLD,2019/04/16,99408
QLD,2019/04/17,84335
QLD,2019/04/18,8473
QLD,2019/04/19,87699
QLD,2019/04/20,44687
QLD,2019/04/21,77754
QLD,2019/04/22,97519
QLD,2019/04/23,59607
QLD,2019/04/24,34858
QLD,2019/04/25,11278
QLD,2019/04/26,40647
QLD,2019/04/27,18605
QLD,2019/04/28,75251
QLD,2019/04/29,87039
QLD,2019/04/30,12286
