state,date,value
VIC,2019/12/01,11073
VIC,2019/12/02,16007
VIC,2019/12/03,50995
VIC,2019/12/04,71988
VIC,2019/12/05,29687
VIC,2019/12/06,15830
VIC,2019/12/07,29336
VIC,2019/12/08,19242
VIC,2019/12/09,5775
VIC,2019/12/10,15164
VIC,2019/12/11,46498
VIC,2019/12/12,43299
VIC,2019/12/13,7009
VIC,2019/12/14,81935
VIC,2019/12/15,33697
VIC,2019/12/16,50159
VIC,2019/12/17,1643
VIC,2019/12/18,14761
VIC,2019/12/19,20922
VIC,2019/12/20,86396
VIC,2019/12/21,84828
VIC,2019/12/22,64369
VIC,2019/12/23,12319
VIC,2019/12/24,34195
VIC,2019/12/25,38243
VIC,2019/12/26,52077
VIC,2019/12/27,3543
VIC,2019/12/28,99263
VIC,2019/12/29,92075
VIC,2019/12/30,31757
VIC,2019/12/31,2961
