state,date,value
NT,2019/12/01,29651
NT,2019/12/02,22077
NT,2019/12/03,91931
NT,2019/12/04,99200
NT,2019/12/05,51240
NT,2019/12/06,69372
NT,2019/12/07,21602
NT,2019/12/08,59797
NT,2019/12/09,35077
NT,2019/12/10,67772
NT,2019/12/11,48157
NT,2019/12/12,61274
NT,2019/12/13,55215
NT,2019/12/14,14914
NT,2019/12/15,87206
NT,2019/12/16,19554
NT,2019/12/17,51081
NT,2019/12/18,37638
NT,2019/12/19,20560
NT,2019/12/20,11057
NT,2019/12/21,45538
NT,2019/12/22,5676
NT,2019/12/23,17285
NT,2019/12/24,11301
NT,2019/12/25,96945
NT,2019/12/26,21332
NT,2019/12/27,26510
NT,2019/12/28,76830
NT,2019/12/29,38378
NT,2019/12/30,71670
NT,2019/12/31,19464
