state,date,value
VIC,2019/03/01,94264
VIC,2019/03/02,25853
VIC,2019/03/03,29982
VIC,2019/03/04,88261
VIC,2019/03/05,6514
VIC,2019/03/06,60169
VIC,2019/03/07,43680
VIC,2019/03/08,13678
VIC,2019/03/09,73147
VIC,2019/03/10,46606
VIC,2019/03/11,88353
VIC,2019/03/12,64501
VIC,2019/03/13,29398
VIC,2019/03/14,21901
VIC,2019/03/15,83864
VIC,2019/03/16,40373
VIC,2019/03/17,89061
VIC,2019/03/18,59777
VIC,2019/03/19,67793
VIC,2019/03/20,30564
VIC,2019/03/21,95918
VIC,2019/03/22,61096
VIC,2019/03/23,64905
VIC,2019/03/24,93138
VIC,2019/03/25,54108
VIC,2019/03/26,57755
VIC,2019/03/27,22482
VIC,2019/03/28,42449
VIC,2019/03/29,97808
VIC,2019/03/30,90633
VIC,2019/03/31,24442
