state,date,value
NT,2019/07/01,40321
NT,2019/07/02,82711
NT,2019/07/03,37034
NT,2019/07/04,50335
NT,2019/07/05,8209
NT,2019/07/06,13423
NT,2019/07/07,64468
NT,2019/07/08,6939
NT,2019/07/09,58384
NT,2019/07/10,20878
NT,2019/07/11,74592
NT,2019/07/12,51668
NT,2019/07/13,90068
NT,2019/07/14,15033
NT,2019/07/15,14225
NT,2019/07/16,16408
NT,2019/07/17,39041
NT,2019/07/18,18014
NT,2019/07/19,60174
NT,2019/07/20,79265
NT,2019/07/21,64311
NT,2019/07/22,87257
NT,2019/07/23,83102
NT,2019/07/24,4853
NT,2019/07/25,7781
NT,2019/07/26,60139
NT,2019/07/27,7087
NT,2019/07/28,2153
NT,2019/07/29,11766
NT,2019/07/30,37068
NT,2019/07/31,36555
