state,date,value
NSW,2019/10/01,27282
NSW,2019/10/02,87549
NSW,2019/10/03,22023
NSW,2019/10/04,83201
NSW,2019/10/05,32896
NSW,2019/10/06,84682
NSW,2019/10/07,21576
NSW,2019/10/08,80793
NSW,2019/10/09,2682
NSW,2019/10/10,59777
NSW,2019/10/11,52430
NSW,2019/10/12,30502
NSW,2019/10/13,66228
NSW,2019/10/14,78330
NSW,2019/10/15,79966
NSW,2019/10/16,1844
NSW,2019/10/17,54083
NSW,2019/10/18,56491
NSW,2019/10/19,59239
NSW,2019/10/20,84554
NSW,2019/10/21,89291
NSW,2019/10/22,53048
NSW,2019/10/23,33514
NSW,2019/10/24,89968
NSW,2019/10/25,20470
NSW,2019/10/26,72929
NSW,2019/10/27,5075
NSW,2019/10/28,92813
NSW,2019/10/29,27179
NSW,2019/10/30,37259
NSW,2019/10/31,52427
