state,date,value
SA,2019/02/01,86493
SA,2019/02/02,88735
SA,2019/02/03,83917
SA,2019/02/04,37696
SA,2019/02/05,46078
SA,2019/02/06,6093
SA,2019/02/07,53661
SA,2019/02/08,28189
SA,2019/02/09,54573
SA,2019/02/10,17842
SA,2019/02/11,24945
SA,2019/02/12,22255
SA,2019/02/13,63989
SA,2019/02/14,9979
SA,2019/02/15,24311
SA,2019/02/16,82056
SA,2019/02/17,4403
SA,2019/02/18,36504
SA,2019/02/19,79134
SA,2019/02/20,81564
SA,2019/02/21,72575
SA,2019/02/22,13112
SA,2019/02/23,40443
SA,2019/02/24,34079
SA,2019/02/25,77851
SA,2019/02/26,72714
SA,2019/02/27,21151
SA,2019/02/28,78018
