state,date,value
TAS,2019/06/01,90455
TAS,2019/06/02,24269
TAS,2019/06/03,30276
TAS,2019/06/04,15720
TAS,2019/06/05,64688
TAS,2019/06/06,36959
TAS,2019/06/07,58259
TAS,2019/06/08,48808
TAS,2019/06/09,70559
TAS,2019/06/10,41949
TAS,2019/06/11,33728
TAS,2019/06/12,74381
TAS,2019/06/13,58153
TAS,2019/06/14,1081
TAS,2019/06/15,51585
TAS,2019/06/16,36129
TAS,2019/06/17,12065
TAS,2019/06/18,26130
TAS,2019/06/19,82773
TAS,2019/06/20,8421
TAS,2019/06/21,45664
TAS,2019/06/22,84527
TAS,2019/06/23,73198
TAS,2019/06/24,44740
TAS,2019/06/25,85292
TAS,2019/06/26,76398
TAS,2019/06/27,87968
TAS,2019/06/28,7174
TAS,2019/06/29,32993
TAS,2019/06/30,86370
