state,date,value
WA,2019/10/01,66349
WA,2019/10/02,20166
WA,2019/10/03,18923
WA,2019/10/04,79880
WA,2019/10/05,30991
WA,2019/10/06,6501
WA,2019/10/07,61492
WA,2019/10/08,22039
WA,2019/10/09,84538
WA,2019/10/10,92844
WA,2019/10/11,2441
WA,2019/10/12,74804
WA,2019/10/13,32515
WA,2019/10/14,95653
WA,2019/10/15,70223
WA,2019/10/16,17619
WA,2019/10/17,42904
WA,2019/10/18,1203
WA,2019/10/19,61689
WA,2019/10/20,43208
WA,2019/10/21,70007
WA,2019/10/22,46484
WA,2019/10/23,81655
WA,2019/10/24,10152
WA,2019/10/25,37839
WA,2019/10/26,61923
WA,2019/10/27,55460
WA,2019/10/28,55791
WA,2019/10/29,17863
WA,2019/10/30,87688
WA,2019/10/31,19659
