state,date,value
ACT,2019/07/01,37148
ACT,2019/07/02,51304
ACT,2019/07/03,57281
ACT,2019/07/04,7188
ACT,2019/07/05,21898
ACT,2019/07/06,56442
ACT,2019/07/07,68421
ACT,2019/07/08,71970
ACT,2019/07/09,98463
ACT,2019/07/10,41865
ACT,2019/07/11,21706
ACT,2019/07/12,13156
ACT,2019/07/13,33331
ACT,2019/07/14,49675
ACT,2019/07/15,77767
ACT,2019/07/16,53497
ACT,2019/07/17,69229
ACT,2019/07/18,80230
ACT,2019/07/19,82459
ACT,2019/07/20,84377
ACT,2019/07/21,72284
ACT,2019/07/22,83483
ACT,2019/07/23,94871
ACT,2019/07/24,86789
ACT,2019/07/25,77518
ACT,2019/07/26,61921
ACT,2019/07/27,24348
ACT,2019/07/28,3842
ACT,2019/07/29,39437
ACT,2019/07/30,92762
ACT,2019/07/31,49434
