state,date,value
WA,2019/07/01,7664
WA,2019/07/02,62944
WA,2019/07/03,95818
WA,2019/07/04,79286
WA,2019/07/05,24405
WA,2019/07/06,45306
WA,2019/07/07,55309
WA,2019/07/08,38462
WA,2019/07/09,5369
WA,2019/07/10,5620
WA,2019/07/11,14915
WA,2019/07/12,20906
WA,2019/07/13,36172
WA,2019/07/14,20677
WA,2019/07/15,26458
WA,2019/07/16,92737
WA,2019/07/17,98980
WA,2019/07/18,79116
WA,2019/07/19,90767
WA,2019/07/20,54837
WA,2019/07/21,9686
WA,2019/07/22,81037
WA,2019/07/23,43547
WA,2019/07/24,75289
WA,2019/07/25,45501
WA,2019/07/26,18683
WA,2019/07/27,97548
WA,2019/07/28,84671
WA,2019/07/29,94367
WA,2019/07/30,46412
WA,2019/07/31,55047
